id,type,experiment,knowledge,difficulty,question,option_a,option_b,option_c,option_d,answer,blank_count,fill_hint,explanation,keywords,source
q163,choice,朴素贝叶斯与单层感知器,梯度下降,3,梯度下降的更新公式为$w_{new}=w_{old}-\eta \cdot \frac{\partial L}{\partial w}$，这里的负号表示？,沿梯度方向更新,沿负梯度方向（最陡下降方向）更新,沿随机方向更新,沿水平方向更新,B,0.0,,梯度指向函数增长最快的方向，负梯度方向是函数下降最快的方向，所以取负号。,"梯度下降,负梯度,最陡下降",教材
q164,choice,朴素贝叶斯与单层感知器,梯度下降,3,关于学习率$\eta$，以下说法正确的是？,越大越好，收敛更快,越小越好，更精确,太大可能震荡不收敛，太小收敛过慢,学习率对结果无影响,C,0.0,,学习率过大可能导致在最优解附近震荡甚至发散，过小则收敛速度太慢。,"学习率,震荡,收敛速度",教材
q165,choice,朴素贝叶斯与单层感知器,单层感知器,3,与感知器学习规则（有监督）不同，Hebb学习规则的特点是？,需要教师信号,无监督的，权值可能无限增长,使用梯度下降,需要反向传播,B,0.0,,Hebb规则是无监督的，基于“同时激活则加强连接”原则，权值可能无限增长。,"Hebb学习规则,无监督,权值增长",教材
q166,choice,朴素贝叶斯与单层感知器,梯度下降,3,梯度下降在局部极小值和鞍点处，梯度值为？,正数,负数,0,无穷大,C,0.0,,局部极小值和鞍点都是驻点，梯度（一阶导数）为0，梯度下降会停滞。,"梯度下降,局部极小值,鞍点,梯度为零",教材
q167,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,朴素贝叶斯属性独立假设在实际应用中？,总是成立,一定不成立,不一定成立，但分类效果往往还不错,对分类结果无影响,C,0.0,,属性独立假设在实际中往往不成立，但朴素贝叶斯在许多场景下仍表现良好，具有鲁棒性。,"朴素贝叶斯,属性独立,鲁棒性",教材
q168,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,朴素贝叶斯的主要优点不包括？,数学基础坚实,分类效率稳定,对属性相关数据准确率不下降,对小规模数据表现好,C,0.0,,当属性相关性较强时，朴素贝叶斯的独立假设被严重违反，准确率会下降。,"朴素贝叶斯,属性相关,准确率,缺点",教材
q169,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,1,朴素贝叶斯最经典的应用场景是？,图像分割,文本分类,语音识别,时间序列预测,B,0.0,,文本分类（如垃圾邮件过滤）是朴素贝叶斯最经典的应用场景，词袋模型与条件独立假设契合。,"朴素贝叶斯,文本分类,应用",教材
q170,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,贝叶斯公式中，分母$P(D)$（证据概率）的作用是？,对每个类别取不同的值,作为归一化因子，对所有类别都相同,决定分类结果,可以忽略不计,B,0.0,,P(D)对所有类别都是相同的，在比较后验概率时可以省略，只比较分子P(D|h)P(h)。,"贝叶斯公式,证据概率,归一化",教材
q171,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,朴素贝叶斯要求属性独立，因此无法处理文本分类。,对,错,,,B,0.0,,文本分类（如垃圾邮件过滤）恰恰是朴素贝叶斯最经典的应用，词袋模型与条件独立假设非常契合。,"朴素贝叶斯,文本分类,属性独立",教材
q172,choice,朴素贝叶斯与单层感知器,梯度下降,3,梯度下降在鞍点处梯度不为0。,对,错,,,B,0.0,,鞍点也是驻点，其一阶梯度为0，梯度下降会在鞍点处停滞。,"梯度下降,鞍点,梯度为零",教材
q173,choice,朴素贝叶斯与单层感知器,单层感知器,3,单层感知器的Hebb学习规则是无监督的。,对,错,,,A,0.0,,Hebb规则基于“同时激活则加强”的思想，不依赖教师信号，属于无监督学习。,"Hebb规则,无监督,感知器",教材
q174,choice,朴素贝叶斯与单层感知器,单层感知器,3,单层感知器能解决XOR（异或）问题。,对,错,,,B,0.0,,XOR是线性不可分问题，单层感知器只能处理线性可分问题，无法解决XOR。,"单层感知器,XOR,线性不可分",教材
q175,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,拉普拉斯平滑（Laplace Smoothing）用于解决零概率问题。,对,错,,,A,0.0,,当某个属性值在训练集中未出现时概率为0，拉普拉斯平滑通过加1来避免零概率。,"拉普拉斯平滑,零概率",教材
q176,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,贝叶斯公式中分母P(D)对所有类别都相同。,对,错,,,A,0.0,,P(D)是证据概率，与类别无关，在比较不同类别的后验概率时是相同的归一化因子。,"贝叶斯公式,证据概率,归一化",教材
q177,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,1,朴素贝叶斯分类时，选择后验概率最小的类别。,对,错,,,B,0.0,,贝叶斯分类器选择后验概率最大的类别，即最大后验概率（MAP）准则。,"朴素贝叶斯,后验概率,最大后验",教材
q178,choice,朴素贝叶斯与单层感知器,梯度下降,1,学习率越大，收敛越快，所以学习率越大越好。,对,错,,,B,0.0,,学习率过大可能导致在最优解附近震荡甚至发散，无法收敛。,"学习率,震荡,收敛",教材
q179,choice,朴素贝叶斯与单层感知器,单层感知器,3,感知器的权值向量是决策超平面的方向向量。,对,错,,,B,0.0,,权值向量W是决策超平面WTX=0的法向量，而非方向向量。,"感知器,权值向量,法向量,超平面",教材
q180,choice,朴素贝叶斯与单层感知器,梯度下降,1,梯度下降沿梯度方向更新参数。,对,错,,,B,0.0,,梯度下降沿负梯度方向更新参数，这是函数值下降最快的方向。,"梯度下降,负梯度方向",教材
q181,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,连续属性在朴素贝叶斯中假设服从均匀分布。,对,错,,,B,0.0,,连续属性通常假设服从正态分布（高斯分布），需要估计均值μ和方差σ²。,"连续属性,正态分布,朴素贝叶斯",教材
q182,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,朴素贝叶斯的后验概率=P(条件)×P(先验)/P(证据)。,对,错,,,A,0.0,,这正是贝叶斯公式P(h|D)=P(D|h)P(h)/P(D)的表述，后验=似然×先验/证据。,"贝叶斯公式,后验概率,先验,似然",教材
q183,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,拉普拉斯平滑公式中v是样本总数。,对,错,,,B,0.0,,v是属性值总数（该属性可能的取值个数），h是样本总数。,"拉普拉斯平滑,属性值总数",教材
q184,choice,朴素贝叶斯与单层感知器,单层感知器,3,单层感知器只能做二分类。,对,错,,,A,0.0,,单层感知器输出sgn(WTX)只有+1和-1两种结果，只能做二分类任务。,"单层感知器,二分类,局限性",教材
q185,choice,朴素贝叶斯与单层感知器,单层感知器,3,"误报时（d=-1, y=1），权值修正为W_new=W_old+X。",对,错,,,B,0.0,,误报时d-y=-1-1=-2，修正方向为W_new=W_old-X，即减小输入响应。,"误报,权值修正,感知器",教材
q186,choice,朴素贝叶斯与单层感知器,单层感知器,3,"漏报时（d=1, y=-1），权值修正为W_new=W_old-X。",对,错,,,B,0.0,,漏报时d-y=1-(-1)=2，修正方向为W_new=W_old+X，即增强输入响应。,"漏报,权值修正,感知器",教材
q187,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,连续属性在朴素贝叶斯中假设服从正态分布，需要估计均值μ和方差σ²。,对,错,,,A,0.0,,高斯朴素贝叶斯假设连续属性服从正态分布，需要从训练数据中估计μ和σ²。,"正态分布,均值,方差,朴素贝叶斯",教材
q188,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,1,朴素贝叶斯的朴素假定是指属性间不存在任何依赖关系。,对,错,,,A,0.0,,朴素假定（条件独立假设）指在给定类别的条件下，各属性之间相互独立。,"朴素贝叶斯,条件独立,朴素假定",教材
q189,choice,朴素贝叶斯与单层感知器,单层感知器,1,感知器学习规则是监督学习。,对,错,,,A,0.0,,感知器学习规则中有教师信号d(n)（期望输出），通过误差d(n)-y(n)指导修正，属于监督学习。,"感知器,监督学习,教师信号",教材
q190,choice,朴素贝叶斯与单层感知器,朴素贝叶斯,3,贝叶斯分类器是判别模型。,对,错,,,B,0.0,,"贝叶斯分类器学习联合概率分布P(X,Y)，属于生成模型；判别模型直接学习P(Y|X)。","贝叶斯分类器,生成模型,判别模型",教材
q191,fill,朴素贝叶斯与单层感知器,朴素贝叶斯,1,朴素贝叶斯基于____定理。,,,,,贝叶斯,1.0,概率论中的重要定理,朴素贝叶斯分类器基于贝叶斯定理，故得名。,"朴素贝叶斯,贝叶斯定理",教材
q192,fill,朴素贝叶斯与单层感知器,朴素贝叶斯,1,朴素贝叶斯的核心假设是____。,,,,,类条件独立,1.0,即属性在给定类别的条件下相互独立,朴素贝叶斯假设在给定类别的条件下，各属性之间相互独立。,"类条件独立,朴素假设",教材
q193,fill,朴素贝叶斯与单层感知器,朴素贝叶斯,3,拉普拉斯平滑公式$P=$____。,,,,,(c+1)/(h+v),1.0,输入数学表达式，分子+1分母+v,拉普拉斯平滑将计数加1，分母加属性值总数v，避免零概率。,"拉普拉斯平滑,零概率",教材
q194,fill,朴素贝叶斯与单层感知器,单层感知器,1,单层感知器核心公式$y=$____。,,,,,sgn(W^TX),1.0,使用符号函数,感知器计算加权和W^TX后通过符号函数sgn输出±1。,"单层感知器,符号函数",教材
q195,fill,朴素贝叶斯与单层感知器,单层感知器,3,单层感知器无法解决____问题。,,,,,XOR或异或,1.0,一种逻辑运算,XOR（异或）是经典的线性不可分问题，单层感知器无法解决。,"XOR,异或,线性不可分",教材
q196,fill,朴素贝叶斯与单层感知器,梯度下降,3,梯度下降更新公式$w_{new}=$____。,,,,,w_old-η·(∂L/∂w),1.0,含学习率和偏导数,梯度下降沿负梯度方向更新参数，以最小化损失函数。,"梯度下降,学习率,偏导数",教材
q197,fill,朴素贝叶斯与单层感知器,单层感知器,3,"漏报（d=1, y=-1）时，权值修正方向$W_{new}=$____。",,,,,W_old+X,1.0,加X还是减X？,漏报时误差为正，需要增强输入响应，W加X。,"漏报,权值修正",教材
q198,fill,朴素贝叶斯与单层感知器,梯度下降,3,学习率η太大容易导致____。,,,,,震荡或不收敛,1.0,描述收敛问题,学习率过大时，参数更新幅度过大，可能在最优解附近来回震荡，无法收敛。,"学习率,震荡,不收敛",教材
q199,fill,朴素贝叶斯与单层感知器,朴素贝叶斯,3,连续属性在朴素贝叶斯中假设服从____。,,,,,正态分布,1.0,常见的概率分布,高斯朴素贝叶斯假设连续属性服从正态（高斯）分布。,"连续属性,正态分布,高斯分布",教材
q200,fill,朴素贝叶斯与单层感知器,朴素贝叶斯,1,贝叶斯公式中$P(h)$称为____概率。,,,,,先验,1.0,在观测数据之前的概率,P(h)是假设h的先验概率，表示在观测任何数据之前的初始信念。,"先验概率,贝叶斯公式",教材
q201,choice,卷积神经网络CNN,CNN核心特性,1,卷积神经网络（CNN）的三大核心特性不包括？,局部连接,权值共享,全连接,平移不变性,C,0.0,,CNN三大核心特性是局部连接、权值共享和平移不变性，全连接是传统神经网络的特征。,"CNN,局部连接,权值共享,平移不变性",教材
q202,choice,卷积神经网络CNN,卷积层,1,CNN中卷积层的主要作用是？,降低特征维度,提取局部特征,做最终分类,防止过拟合,B,0.0,,卷积层通过卷积核在输入上滑动，提取局部特征，是CNN的核心组件。,"卷积层,局部特征,特征提取",教材
q203,choice,卷积神经网络CNN,卷积核,3,在CNN中，一个卷积核提取的特征数量是？,多种特征,一种特征,无法确定,与输入尺寸有关,B,0.0,,一个卷积核提取一种特定的特征（如边缘），多个卷积核提取多种特征。,"卷积核,特征提取",教材
q204,choice,卷积神经网络CNN,池化层,1,池化层（Pooling）的主要作用是？,增加特征图数量,下采样降维，增大感受野,提取更复杂的特征,替代激活函数,B,0.0,,池化层通过下采样降低特征图的空间尺寸，同时增大后续层的感受野。,"池化层,下采样,降维,感受野",教材
q205,choice,卷积神经网络CNN,池化层,3,最大池化（Max Pooling）和平均池化（Average Pooling）的区别是？,最大池化保留全局背景，平均池化保留最强烈特征,最大池化保留最强烈特征，平均池化保留全局背景,两者没有区别,平均池化不改变特征图尺寸,B,0.0,,最大池化取局部最大值，保留最强烈特征响应；平均池化取局部均值，保留全局平滑信息。,"最大池化,平均池化,特征保留",教材
q206,choice,卷积神经网络CNN,卷积输出尺寸,3,卷积输出尺寸公式$W_2=(W_1+2P-f)/S+1$中，$f$代表什么？,输入尺寸,输出尺寸,卷积核尺寸,池化窗口尺寸,C,0.0,,f是卷积核（filter）的尺寸，如3×3卷积核中f=3。,"卷积输出尺寸,卷积核尺寸,公式",教材
q207,choice,卷积神经网络CNN,填充方式,3,卷积中Same填充（Same Padding）的效果是？,输出尺寸缩小一半,输出尺寸基本不变,输出尺寸翻倍,没有填充,B,0.0,,Same填充通过添加足够的零填充，使输出尺寸与输入尺寸基本保持一致。,"Same填充,输出尺寸,零填充",教材
q208,choice,卷积神经网络CNN,填充方式,3,卷积中Valid填充（Valid Padding）的效果是？,输出尺寸不变,输出尺寸增大,不添加任何填充，输出尺寸缩小,输出尺寸随机变化,C,0.0,,Valid填充表示不添加任何填充（P=0），输出尺寸会自然缩小。,"Valid填充,无填充,输出尺寸缩小",教材
q209,choice,卷积神经网络CNN,全连接层,3,CNN中全连接层的作用是？,提取局部特征,展平二维特征图并整合全局特征用于分类,降低参数数量,替代池化层,B,0.0,,全连接层将卷积池化后的二维特征图展平为一维向量，整合全局特征后送入分类器。,"全连接层,展平,全局特征,分类",教材
q210,choice,卷积神经网络CNN,CNN参数,3,全连接网络的参数量与CNN相比？,CNN参数量更大,两者参数量相同,CNN参数量远小于全连接网络,取决于具体任务,C,0.0,,CNN通过权值共享大幅减少参数数量，全连接网络每个连接都有独立参数。,"CNN,权值共享,参数量,全连接",教材
q211,choice,卷积神经网络CNN,LeNet-5,3,以下哪个是首个实用化的卷积神经网络？,AlexNet,VGGNet,LeNet-5,ResNet,C,0.0,,LeNet-5由Yann LeCun于1998年提出，是首个实用化的CNN，用于手写数字识别。,"LeNet-5,首个实用化CNN",教材
q212,choice,卷积神经网络CNN,卷积核参数,3,单个卷积核的参数量为$f \times h \times C_{in} + 1$，其中+1代表什么？,输入通道数,卷积核高度,偏置项,卷积核宽度,C,0.0,,f×h×C_in是卷积核的权重参数，+1是偏置项（bias）。,"卷积核,参数量,偏置",教材
q213,choice,卷积神经网络CNN,激活函数,1,现代CNN中常用的激活函数是？,Sigmoid,Tanh,ReLU,Softmax,C,0.0,,ReLU（Rectified Linear Unit）是现代CNN中最常用的激活函数，收敛快且缓解梯度消失。,"ReLU,激活函数,CNN",教材
q214,choice,卷积神经网络CNN,卷积层vs全连接,3,卷积层与全连接层的主要区别在于？,卷积层没有激活函数,全连接层参数更少,卷积层具有局部感知和权值共享,两者没有区别,C,0.0,,卷积层通过局部连接（每个神经元只连接局部区域）和权值共享来减少参数，这是与全连接层的核心区别。,"卷积层,全连接层,局部感知,权值共享",教材
q215,choice,卷积神经网络CNN,卷积核,1,在CNN中使用多个卷积核的目的是？,减少计算量,提取多种特征,增加输出尺寸,简化网络结构,B,0.0,,每个卷积核提取一种特征，使用多个卷积核可以提取多种不同特征（如边缘、纹理等）。,"卷积核,多种特征,特征提取",教材
q216,choice,卷积神经网络CNN,池化层,3,池化层对特征图通道数的影响是？,通道数减半,通道数加倍,通道数不变,通道数变为1,C,0.0,,池化层在每个通道上独立操作，不改变特征图的数量（通道数）。,"池化层,通道数,特征图",教材
q217,choice,卷积神经网络CNN,卷积核尺寸,3,卷积核的尺寸通常选择？,"偶数（如2×2, 4×4）","奇数（如3×3, 5×5）",任意尺寸均可,越大越好,B,0.0,,"卷积核通常选择奇数尺寸（3×3, 5×5, 7×7），便于确定中心点位置和进行对称填充。","卷积核尺寸,奇数",教材
q218,choice,卷积神经网络CNN,步长,3,卷积中步长（Stride）的作用是？,控制卷积核滑动间隔,控制填充大小,控制卷积核尺寸,控制输出通道数,A,0.0,,步长Stride控制卷积核每次滑动的像素间隔，步长越大输出尺寸越小。,"步长,Stride,滑动间隔",教材
q219,choice,卷积神经网络CNN,填充,3,卷积中填充（Padding）的主要作用是？,控制输出尺寸,改变卷积核大小,增加网络深度,改变激活函数,A,0.0,,填充通过在输入边界添加零值来调整输出特征图的尺寸，也可保留边缘信息。,"Padding,填充,输出尺寸",教材
q220,choice,卷积神经网络CNN,CNN核心特性,3,CNN的平移不变性是指？,CNN可以识别平移后的特征,CNN参数可以平移,CNN输出可以平移,CNN输入必须固定位置,A,0.0,,平移不变性指CNN能够识别出现在图像不同位置的同一特征，这是由卷积和池化操作带来的。,"CNN,平移不变性,特征识别",教材
q221,choice,卷积神经网络CNN,CNN参数,3,CNN有权值共享特性，因此参数量远小于同等规模的全连接网络。,对,错,,,A,0.0,,权值共享使同一卷积核在整张图上共享参数，大幅减少参数量。,"CNN,权值共享,参数量,全连接",教材
q222,choice,卷积神经网络CNN,LeNet-5,3,LeNet-5包含7层（不含输入层）。,对,错,,,A,0.0,,LeNet-5共7层（不含输入层）：3个卷积层、2个池化层、2个全连接层。,"LeNet-5,7层,CNN",教材
q223,choice,卷积神经网络CNN,池化层,3,池化层会改变特征图的通道数。,对,错,,,B,0.0,,池化层在每个通道上独立操作，不改变特征图的数量（通道数不变）。,"池化层,通道数",教材
q224,choice,卷积神经网络CNN,池化层,3,最大池化（Max Pooling）保留全局背景信息。,对,错,,,B,0.0,,最大池化保留最强烈特征响应，平均池化才保留全局背景平滑信息。,"最大池化,平均池化,特征保留",教材
q225,choice,卷积神经网络CNN,卷积核尺寸,3,卷积核尺寸通常为偶数。,对,错,,,B,0.0,,"卷积核通常选择奇数尺寸（如3×3, 5×5），便于确定中心点和对称填充。","卷积核尺寸,奇数",教材
q226,choice,卷积神经网络CNN,步长,3,步长（Stride）越大，输出特征图越大。,对,错,,,B,0.0,,步长越大，卷积核滑动间隔越大，输出特征图尺寸越小。,"步长,输出尺寸",教材
q227,choice,卷积神经网络CNN,填充方式,3,Same填充使输出尺寸与输入基本一致。,对,错,,,A,0.0,,Same填充通过添加足够的零填充，使卷积输出尺寸与输入尺寸基本保持一致。,"Same填充,输出尺寸",教材
q228,choice,卷积神经网络CNN,填充方式,3,Valid填充不添加任何填充。,对,错,,,A,0.0,,Valid填充即P=0，不添加任何零填充，输出尺寸会自然缩小。,"Valid填充,无填充",教材
q229,choice,卷积神经网络CNN,全连接层,3,全连接层在CNN中通常位于最后，用于分类。,对,错,,,A,0.0,,全连接层通常在CNN末端，将提取的特征整合后送入Softmax等分类器进行最终分类。,"全连接层,分类,CNN",教材
q230,choice,卷积神经网络CNN,CNN核心特性,3,平移不变性是指CNN能够识别图像中平移后的特征。,对,错,,,A,0.0,,由于卷积和池化的特性，CNN对输入特征的平移具有一定的不变性。,"CNN,平移不变性,特征识别",教材
q231,choice,卷积神经网络CNN,卷积核,3,一个卷积核可以提取多种特征。,对,错,,,B,0.0,,一个卷积核只能提取一种特征（如边缘），多个卷积核才能提取多种特征。,"卷积核,特征提取",教材
q232,choice,卷积神经网络CNN,卷积层参数,3,卷积层的参数量与输入尺寸无关。,对,错,,,A,0.0,,卷积层参数量只取决于卷积核尺寸、输入通道数和输出通道数，与输入图像尺寸无关。,"卷积层,参数量,输入尺寸",教材
q233,choice,卷积神经网络CNN,池化层,3,池化层没有可学习的参数。,对,错,,,A,0.0,,池化层只是进行下采样操作（取最大或平均），没有需要训练的参数。,"池化层,可学习参数",教材
q234,choice,卷积神经网络CNN,ReLU,3,ReLU激活函数的输出可能为负。,对,错,,,B,0.0,,"ReLU定义为f(x)=max(0,x)，输出非负，将所有负值置为0。","ReLU,激活函数,非负",教材
q235,choice,卷积神经网络CNN,CNN核心特性,3,CNN的局部连接意味着每个神经元只连接输入图像的局部区域。,对,错,,,A,0.0,,局部连接是CNN的核心特性之一，每个神经元只感知局部区域，而非整张图像。,"CNN,局部连接,感受野",教材
q236,choice,卷积神经网络CNN,池化层,3,平均池化（Average Pooling）会保留最强烈的特征响应。,对,错,,,B,0.0,,平均池化取局部均值，保留全局平滑信息；最大池化才保留最强烈特征响应。,"平均池化,最大池化,特征响应",教材
q237,choice,卷积神经网络CNN,卷积输出尺寸,3,卷积输出尺寸公式$W_2=(W_1+2P-f)/S+1$中，$S$代表填充（Padding）。,对,错,,,B,0.0,,S代表步长（Stride），P代表填充（Padding），f是卷积核尺寸。,"卷积输出尺寸,步长,填充",教材
q238,choice,卷积神经网络CNN,卷积核参数,3,单个卷积核参数量公式中，偏置项不计入参数总量。,对,错,,,B,0.0,,公式f×h×C_in+1中的+1就是偏置项，每个卷积核有一个偏置参数。,"卷积核,参数量,偏置",教材
q239,choice,卷积神经网络CNN,CNN应用,3,CNN只能处理图像数据。,对,错,,,B,0.0,,CNN也可处理序列数据（如文本、时序信号），一维卷积常用于NLP和时间序列。,"CNN,图像,序列,应用范围",教材
q240,choice,卷积神经网络CNN,权值共享,3,权值共享意味着CNN中所有层使用相同的卷积核。,对,错,,,B,0.0,,权值共享指同一卷积核在同一层内共享参数，不同层使用不同的卷积核。,"权值共享,卷积核,不同层",教材
q241,fill,卷积神经网络CNN,CNN核心特性,1,CNN三大核心特性：局部连接、____、平移不变性。,,,,,权值共享,1.0,三大特性之一,权值共享使同一卷积核在整张图上共享参数，大幅减少参数量。,"CNN,权值共享,核心特性",教材
q242,fill,卷积神经网络CNN,卷积输出尺寸,3,卷积输出尺寸公式$W_2=$____。,,,,,(W₁+2P-f)/S+1,1.0,含输入尺寸、填充、卷积核尺寸、步长,该公式计算卷积操作后的输出特征图尺寸。,"卷积输出尺寸,公式",教材
q243,fill,卷积神经网络CNN,池化层,1,池化层的核心作用是____。,,,,,下采样或降维,1.0,降低空间尺寸,池化层通过下采样降低特征图尺寸，同时增大感受野。,"池化层,下采样,降维",教材
q244,fill,卷积神经网络CNN,卷积核参数,3,单个卷积核参数量 = $f \times h \times C_{in} +$____。,,,,,1,1.0,一个数字,+1是偏置项（bias）。,"卷积核,参数量,偏置",教材
q245,fill,卷积神经网络CNN,激活函数,1,现代CNN中常用____激活函数。,,,,,ReLU,1.0,线性整流函数,ReLU（Rectified Linear Unit）收敛快，能缓解梯度消失问题。,"ReLU,激活函数,CNN",教材
q246,fill,卷积神经网络CNN,池化层,3,卷积核的____操作保留最强烈的特征响应。,,,,,最大池化,1.0,一种池化方式,最大池化（Max Pooling）取局部最大值，保留最强烈特征。,"最大池化,特征响应",教材
q247,fill,卷积神经网络CNN,填充方式,3,____填充使输出尺寸与输入基本一致。,,,,,Same,1.0,Same或Valid,Same填充通过添加零填充保持输出尺寸不变。,"Same填充,输出尺寸",教材
q248,fill,卷积神经网络CNN,填充方式,3,____填充不添加任何填充，输出尺寸缩小。,,,,,Valid,1.0,Same或Valid,Valid填充即P=0，不添加填充，输出尺寸自然缩小。,"Valid填充,无填充,输出缩小",教材
q249,fill,卷积神经网络CNN,全连接层,3,全连接层负责将特征图____为一维。,,,,,展平,1.0,一个动词,全连接层先将二维特征图展平（Flatten）为一维向量，再整合全局特征。,"全连接层,展平,Flatten",教材
q250,fill,卷积神经网络CNN,LeNet-5,3,LeNet-5是首个实用化CNN，包含____层（不含输入层）。,,,,,7,1.0,一个数字,LeNet-5共7层：3个卷积层+2个池化层+2个全连接层。,"LeNet-5,7层,CNN",教材
q251,choice,模块6-循环神经网络,RNN基础,3,循环神经网络（RNN）专门用于处理什么类型的数据？,图像数据,时序序列数据,表格数据,图结构数据,B,,,RNN通过隐藏层自反馈连接，天然适合处理具有时间依赖关系的时序序列数据。,"RNN,时序序列",教材
q252,choice,模块6-循环神经网络,RNN基础,3,关于RNN隐藏层，下列说法正确的是？,各时间步使用不同的权重参数,各时间步权值共享，隐藏层带有自反馈连接,隐藏层只接收当前输入，不接收上一时刻状态,隐藏层参数在每个时间步随机初始化,B,,,RNN的核心特征：隐藏层带自反馈连接（接收上一时刻隐藏状态），且各时间步权值共享。,"RNN,权值共享,自反馈",教材
q253,choice,模块6-循环神经网络,RNN基础,3,RNN训练过程中面临的两大瓶颈是什么？,过拟合和欠拟合,梯度消失和梯度爆炸,计算速度慢和内存占用大,收敛速度慢和局部最优,B,,,RNN通过BPTT沿时间步反向传播，梯度连乘导致梯度消失（长期依赖丢失）或梯度爆炸。,"RNN,梯度消失,梯度爆炸",教材
q254,choice,模块6-循环神经网络,RNN基础,3,以下RNN应用模式对应关系错误的是？,语音识别→序列到序列(同步),图片描述→序列到序列,机器翻译→序列到序列(异步),情感分类→序列到类别,B,,,图片描述（Image Captioning）是类别到序列模式：输入单张图片（类别），输出文字描述（序列）。,"RNN,应用模式,序列到序列",教材
q255,choice,模块6-循环神经网络,RNN基础,3,RNN使用的反向传播算法称为？,BP（反向传播）,BPTT（随时间反向传播）,CD（对比散度）,BPTS（通过空间反向传播）,B,,,BPTT（Backpropagation Through Time）将RNN沿时间步展开后，沿时间方向进行反向传播。,"RNN,BPTT",教材
q256,choice,模块6-循环神经网络,RNN基础,3,基础RNN难以捕捉长期依赖的主要原因是什么？,参数量太少,梯度在长序列传播中消失或爆炸,激活函数选择不当,输入数据维度太大,B,,,当序列较长时，BPTT梯度连乘导致早期时间步梯度趋近于零（梯度消失），无法有效学习长期依赖。,"RNN,长期依赖,梯度消失",教材
q257,choice,模块6-循环神经网络,LSTM,3,LSTM相比基础RNN的核心改进是什么？,使用更深的网络结构,引入门控机制和细胞状态,使用更大的学习率,增加更多的隐藏层神经元,B,,,LSTM引入遗忘门、输入门、输出门和细胞状态$C_t$，有效缓解了RNN的梯度消失问题。,"LSTM,门控机制,细胞状态",教材
q258,choice,模块6-循环神经网络,LSTM,3,LSTM包含哪三个门？,更新门、重置门、输出门,遗忘门、输入门、输出门,遗忘门、更新门、重置门,输入门、输出门、注意力门,B,,,LSTM的三个门为：遗忘门（Forget Gate）控制历史信息保留、输入门（Input Gate）控制新信息写入、输出门（Output Gate）控制输出。,"LSTM,遗忘门,输入门,输出门",教材
q259,choice,模块6-循环神经网络,LSTM,3,LSTM中遗忘门的作用是什么？,控制当前输入写入细胞状态,控制历史信息的保留程度,控制细胞状态的输出,控制隐藏状态的更新方向,B,,,遗忘门$f_t$决定上一时刻细胞状态$C_{t-1}$中有多少信息被保留到当前时刻。,"LSTM,遗忘门",教材
q260,choice,模块6-循环神经网络,LSTM,3,LSTM中输入门的作用是什么？,控制输出给下一层的信息,控制历史信息的遗忘程度,控制新信息写入细胞状态,控制细胞状态的初始化,C,,,输入门$i_t$决定当前候选细胞状态$\tilde{C}_t$中有多少新信息被写入细胞状态。,"LSTM,输入门",教材
q261,choice,模块6-循环神经网络,LSTM,3,LSTM中输出门的作用是什么？,控制细胞状态更新,控制输出信息,控制输入信息,控制遗忘程度,B,,,输出门$o_t$基于当前细胞状态决定输出多少信息到隐藏状态$h_t$。,"LSTM,输出门",教材
q262,choice,模块6-循环神经网络,LSTM,5,当LSTM遗忘门$f_t=1$且输入门$i_t=0$时，细胞状态$C_t$将如何变化？,完全重置为零,直接复制上一时刻的细胞状态$C_{t-1}$,只保留当前输入信息,随机初始化,B,,,当$f_t=1$时完全保留历史信息，$i_t=0$时不写入新信息，因此$C_t = C_{t-1}$，记忆单元直接复制不更新。,"LSTM,遗忘门,输入门,细胞状态",教材
q263,choice,模块6-循环神经网络,GRU,3,关于GRU（门控循环单元），下列说法正确的是？,GRU比LSTM结构更复杂，参数量更多,GRU是LSTM的简化版，参数量更少,GRU与LSTM结构完全相同,GRU不包含任何门控机制,B,,,GRU将LSTM的三个门简化为两个门（更新门和重置门），合并了细胞状态和隐藏状态，参数量更少。,"GRU,LSTM,简化",教材
q264,choice,模块6-循环神经网络,GRU,3,GRU中的更新门对应于LSTM中的哪两个门？,遗忘门和输出门,输入门和遗忘门,输入门和输出门,遗忘门和重置门,B,,,GRU的更新门$z_t$合并了LSTM的输入门和遗忘门的功能，统一控制信息的保留与更新。,"GRU,更新门,LSTM",教材
