id,type,experiment,knowledge,difficulty,question,option_a,option_b,option_c,option_d,answer,blank_count,fill_hint,explanation,keywords,source
q179,fill,光栅衍射,光栅方程,2,光线斜入射时，光栅方程修正为 d(______±sin i)=kλ，其中i为入射角。,,,,,sinθ,1.0,,斜入射光栅方程：d(sinθ±sin i)=kλ。正号对应入射光线与衍射光线在光栅法线同侧，负号对应异侧。此方程是正入射公式d·sinθ=kλ的推广。,光栅方程;斜入射;修正公式,PDF自编
q180,choice,光学全息实验,全息图,1,全息图的每一小块都包含原物体的完整信息。,对,错,,,A,,,全息图上每点都接收了物体各点的散射光，局部包含整体信息，遮挡一部分仍可见完整像,全息图;局部包含整体;信息冗余,PPTX适配
q181,choice,光学全息实验,全息,1,全息图的每一小块碎片仍能再现原物体的完整立体像。,对,错,,,A,,,全息图每点都接收了物体各点的散射光，局部包含整体信息,全息;局部完整性;信息冗余,PDF自编
q182,choice,光学全息实验,全息,1,全息图的再现必须使用与记录时完全相同波长和方向的参考光。,对,错,,,B,,,菲涅尔透射全息图需原参考光再现；但反射全息图（白光全息）可用白光再现，因其本身具有波长选择性（体布拉格效应）。,全息;再现条件;白光再现;反射全息,PDF自编
q183,choice,光学全息实验,全息,2,全息照相不需透镜即可记录物体的三维信息。,对,错,,,A,,,全息通过干涉直接记录物光波前，无需成像透镜，再现时通过衍射形成立体像,全息;无透镜成像;波前重建,PDF自编
q184,choice,光学全息实验,全息照相,1,全息照相与普通照相最本质的区别是：,A. 使用激光,B. 同时记录振幅和相位信息(波前重建),C. 彩色的,D. 不需透镜,B,,,全息=干涉记录+衍射再现，记录了物光的振幅和相位，能重建原物的三维波前,全息照相;振幅和相位;波前重建,PPTX适配
q185,fill,光学全息实验,全息,1,全息照相同时记录物光的______信息和______信息。,,,,,振幅||相位,1.0,,普通照相只记录光强(振幅²)；全息通过干涉同时记录振幅和相位,全息;振幅;相位;波前记录,PDF自编
q186,fill,光学全息实验,全息,2,全息图的记录介质必须具有足够高的______才能分辨微细的干涉条纹。,,,,,分辨率|分辨力,1.0,,全息图上的干涉条纹间距可达微米级，需高分辨率记录介质(如全息干板),全息;分辨率;记录介质,PDF自编
q187,fill,光学全息实验,全息,2,"全息记录中参考光与物光的光程差必须______（填""大于""或""小于""）激光的相干长度。",,,,,小于,1.0,,激光相干长度决定了能产生稳定干涉条纹的最大光程差。若两路光程差超过相干长度，干涉条纹对比度下降甚至完全消失，全息记录失败。,全息;光程差;相干长度,PDF自编
q188,fill,光学全息实验,全息,2,全息干板经______、定影、漂白处理后形成高质量相位全息图。,,,,,显影,1.0,,全息干板处理流程：显影→定影→水洗→漂白→干燥。漂白将振幅型转为相位型，提高衍射效率。,全息;显影;定影;漂白;处理流程,PDF自编
q189,choice,液晶电光特性,液晶,1,常白模式液晶光开关在未加电压时光不能通过。,对,错,,,B,,,常白模式：不加电压→透光；加电压超过阈值→光被阻断,液晶;常白模式;开关原理,PDF自编
q190,choice,液晶电光特性,液晶,1,TN型液晶光开关的视角在所有观测方向均匀一致，无方向性差异。,对,错,,,B,,,TN型液晶因液晶分子的各向异性，不同视角下有效折射率不同，导致对比度随视角变化显著，存在最佳视角范围。这也是TN型液晶的主要缺点之一。,液晶;视角特性;各向异性;对比度,PDF自编
q191,choice,液晶电光特性,液晶,2,液晶电光特性曲线（透过率—电压）一般是线性的。,对,错,,,B,,,T-V曲线有明显阈值(透过率90%时)和饱和段，中间段非线性，非严格线性,液晶;电光特性曲线;非线性;阈值电压,PPTX适配
q192,choice,液晶电光特性,液晶,2,液晶的动态显示效果与响应时间无关。,对,错,,,B,,,响应时间越短，动态显示效果越好，拖影越少,液晶;响应时间;动态显示,PDF自编
q193,choice,液晶电光特性,液晶,1,液晶光开关利用的主要效应是：,A. 压电效应,B. 光电效应,C. 电光效应（电场改变液晶分子排列）,D. 磁光效应,C,,,TN型液晶：电场使液晶分子从扭曲排列变为垂直排列，失去旋光性从而控制光的通断,液晶;电光效应;分子排列;旋光性,PPTX适配
q194,choice,液晶电光特性,液晶,1,常黑模式的液晶光开关，未加电压时液晶盒的光透过状态是：,A. 透光,B. 不透光,C. 半透半不透,D. 闪烁,B,,,常黑模式：未加电压→上下偏振片正交+液晶旋光90°→光通过→但检偏器与起偏器正交→光被阻断(黑色)；加电压液晶分子垂直排列失去旋光性后反而透光。实际上常白模式更常见。,液晶;常黑模式;光透过;开关状态,PDF自编
q195,fill,液晶电光特性,液晶,2,液晶电光特性曲线的纵轴是______，横轴是______。,,,,,透过率|T||电压|V,1.0,,T-V曲线有明显阈值和非线性段，非严格线性,液晶;T-V曲线;电光特性,PDF自编
q196,fill,液晶电光特性,液晶,2,液晶动态响应时间 = ______时间(10%→90%) + ______时间(90%→10%)。,,,,,上升||下降,1.0,,上升时间tr：透过率从10%上升到90%所需时间；下降时间tf：从90%下降到10%的时间。总响应时间=tr+tf，越短动态显示效果越好。,液晶;响应时间;上升时间;下降时间,PDF自编
q197,choice,电学混沌与保密通信,蔡氏电路,1,蔡氏电路的相图从单周期→双周期→四周期→混沌的转变过程称为倍周期分岔。,对,错,,,A,,,倍周期分岔是通向混沌的典型路径：稳态→周期1→周期2→周期4→周期8→……→混沌。蔡氏电路通过调节非线性电阻参数观察这一过程。,蔡氏电路;倍周期分岔;相图;通向混沌,PDF自编
q198,choice,电学混沌与保密通信,混沌,2,"混沌信号的""不可预测性""意味着混沌系统完全随机，无任何确定性规律。",对,错,,,B,,,"混沌是""确定系统的随机行为""——系统由确定性方程描述，但因初值敏感性导致长期不可预测",混沌;确定系统;伪随机;初值敏感性,PPTX适配
q199,choice,电学混沌与保密通信,混沌,1,混沌最核心的特征是：,A. 周期性,B. 初值敏感性（蝴蝶效应）,C. 线性叠加性,D. 可预测性,B,,,"混沌是确定系统的""随机""行为，核心特征是初值极端敏感性——洛伦兹蝴蝶效应",混沌;初值敏感性;蝴蝶效应,PPTX适配
q200,choice,电学混沌与保密通信,蔡氏电路,1,蔡氏电路(Chua's Circuit)产生混沌的关键非线性元件是：,A. 电容,B. 电感,C. 非线性电阻（NR，也称蔡氏二极管）,D. 运算放大器,C,,,蔡氏电路=LC振荡器+非线性电阻+移相器，非线性电阻的伏安特性呈分段线性，是混沌产生的根源,蔡氏电路;非线性电阻;混沌产生,PPTX适配
q201,choice,电学混沌与保密通信,混沌定义,1,以下关于混沌的说法正确的是：,A. 混沌是一种完全随机的现象,B. 混沌是非线性确定系统中出现的类随机现象,C. 混沌具有严格的周期性,D. 混沌现象只在电路中出现,B,,,"混沌是""确定系统的随机行为""，由确定性方程描述但因初值敏感性导致不可预测",混沌定义;非线性;确定系统;类随机,PPTX适配
q202,choice,电学混沌与保密通信,混沌同步,2,混沌保密通信利用什么原理？,A. 混沌信号的周期性,B. 混沌信号的频谱展宽,C. 混沌同步——两个混沌系统状态同步后可用于加密/解密,D. 混沌信号的高功率,C,,,两个相同参数的混沌系统可同步，将信息隐藏于混沌载波中实现加密通信,混沌同步;保密通信;混沌掩盖,PDF自编
q203,choice,电学混沌与保密通信,混沌同步,2,混沌同步保密通信的基本原理是：,A. 利用混沌信号的宽频谱掩盖通信信号,B. 两个参数相同的混沌系统可达到状态同步，将信息隐藏于混沌载波中,C. 将混沌信号作为密钥进行数字加密,D. 利用混沌信号的高功率压制窃听信号,B,,,混沌同步：两个参数相同的蔡氏电路可达到状态变量(capacitor voltage等)的完全同步。发送端将待传信号叠加到混沌信号中(混沌掩盖或混沌键控)，接收端利用同步恢复原始信号。,混沌同步;保密通信;混沌掩盖;混沌键控,PDF自编
q204,fill,电学混沌与保密通信,混沌,1,混沌最核心的特征是对______的极端敏感性。,,,,,初值|初始条件,1.0,,"洛伦兹""蝴蝶效应""：初值微小差异导致长期行为完全不可预测",混沌;初值敏感性;蝴蝶效应,PDF自编
q205,fill,电学混沌与保密通信,费根鲍姆常数,1,倍周期分岔通路中，相邻分岔点间距之比趋于______常数，该常数约等于4.669。,,,,,费根鲍姆|Feigenbaum,1.0,,费根鲍姆常数δ≈4.669202…是倍周期分岔走向混沌的普适常数，表明混沌具有普适的定量规律。,费根鲍姆常数;倍周期分岔;混沌普适性,PDF自编
q206,fill,电学混沌与保密通信,费根鲍姆常数,2,倍周期分岔通向混沌的费根鲍姆常数δ≈______。,,,,,4.669|4.6692,1.0,,倍周期分岔间距比极限值δ=4.669202...，是混沌的普适常数,费根鲍姆常数;δ≈4.669;倍周期分岔,PDF自编
q207,fill,电学混沌与保密通信,蔡氏电路,2,蔡氏电路产生混沌的关键元件是______。,,,,,非线性电阻|NR|蔡氏二极管,1.0,,非线性电阻的分段线性伏安特性提供非线性反馈，是混沌产生的根源,蔡氏电路;非线性电阻;混沌产生,PDF自编
q208,fill,电学混沌与保密通信,蔡氏电路,2,蔡氏电路的相图在示波器上用______模式观察（填X-Y或Y-T）。,,,,,X-Y|XY,1.0,,CH1接电容电压CH2接另一状态变量，X-Y模式显示相空间轨迹,蔡氏电路;X-Y模式;相图,PDF自编
q209,choice,温度传感器,非平衡电桥,1,利用非平衡电桥设计温度计时，n=R₁/R₂=1时电压灵敏度最高。,对,错,,,A,,,n=1时非平衡电桥的输出电压对电阻变化最灵敏,非平衡电桥;温度计;灵敏度;n=1,PDF自编
q210,choice,温度传感器,NTC,1,NTC热敏电阻的材料常数B值越大，表示其阻值对温度的变化越敏感。,对,错,,,A,,,B值越大，lnR~1/T曲线斜率越大，温度发生单位变化时阻值变化量越大，即灵敏度越高。不同材料B值差异很大(2000K~5000K)。,NTC;材料常数B;灵敏度;温度系数,PDF自编
q211,choice,温度传感器,温度传感器,2,所有类型的温度传感器阻值都随温度升高而增大。,对,错,,,B,,,Pt100(PTC)温度↑电阻↑，NTC温度↑电阻↓，不同类型特性相反,温度传感器;PTC;NTC;特性差异,PDF自编
q212,choice,温度传感器,非平衡电桥,2,利用非平衡电桥设计温度计时，电源电压越高测量灵敏度越低。,对,错,,,B,,,非平衡电桥输出∝电源电压，电压越高灵敏度越高（但受功率限制）,非平衡电桥;灵敏度;电源电压,OCR修正
q213,choice,温度传感器,Pt100,1,"Pt100铂电阻中""100""的含义是：",A. 0°C时电阻值为100Ω,B. 100°C时电阻值为100Ω,C. 电阻温度系数为100,D. 额定功率100W,A,,,Pt100表示0°C时标准阻值100Ω，温度系数A≈3.85×10⁻³/°C,Pt100;0°C;100Ω;铂电阻,PPTX适配
q214,choice,温度传感器,NTC,1,NTC热敏电阻的阻值随温度升高而：,A. 增大,B. 先增大后减小,C. 减小,D. 保持不变,C,,,NTC(Negative Temperature Coefficient)负温度系数：温度升高→载流子增多→电阻减小,NTC;负温度系数;温度升高电阻减小,PPTX适配
q215,choice,温度传感器,NTC,2,NTC热敏电阻的阻值-温度关系为R_T=R₀·exp[B(1/T-1/T₀)]，lnR_T对1/T作图为：,A. 指数曲线,B. 直线,C. 抛物线,D. 双曲线,B,,,lnR_T=lnR₀+B(1/T-1/T₀)，lnR_T与1/T呈线性关系，斜率即为材料常数B,NTC;lnR_T~1/T;线性;材料常数B,PDF自编
q216,choice,温度传感器,温度传感器,2,下列哪种温度传感器具有最宽的使用温度范围？,A. NTC热敏电阻,B. Pt100铂电阻,C. 热电偶(如K型),D. 半导体温度传感器,C,,,热电偶使用范围最宽(K型-200~1350°C)；Pt100约-200~850°C；NTC通常-50~300°C；半导体一般-55~150°C。,温度传感器;使用范围;热电偶;Pt100;NTC,PDF自编
q217,fill,温度传感器,NTC,2,NTC热敏电阻的全称是______温度系数热敏电阻，其阻值随温度升高而______。,,,,,负||减小,1.0,,NTC=Negative Temperature Coefficient，温度↑→载流子增多→电阻↓,NTC;负温度系数;阻值减小,PDF自编
q218,fill,温度传感器,Pt100,2,铂电阻温度计(Pt100)采用______线制接法可有效消除引线电阻对测量结果的影响。,,,,,三|四|3|4,1.0,,三线制：两线通电流、一线测电压，消除一对引线电阻；四线制：两线通电流、两线测电压，完全消除引线电阻。工业测温常用三线制。,Pt100;三线制;四线制;引线电阻,PDF自编
