id,type,experiment,knowledge,difficulty,question,option_a,option_b,option_c,option_d,answer,blank_count,fill_hint,explanation,keywords,source,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
qH010,fill,光学全息实验,全息干板,1,光学全息实验中，用于记录干涉条纹的核心元件是______，它是一种对光敏感的介质。,,,,,全息干板,1.0,填写元件名称,全息干板是光学全息实验中用于记录干涉条纹的核心元件，它是一种涂有对光敏感的乳剂层的玻璃片，能够记录下物光和参考光的干涉条纹，保存物光的全部信息。,光学全息;全息干板;干涉条纹记录,实验讲义PDF,,,,
qPh006,choice,光电效应实验,光电效应定义,1,光电效应是指：,光照射到金属表面，使金属发射出电子的现象,光照射到金属表面，使金属温度升高的现象,光照射到金属表面，使金属反射光的现象,光照射到金属表面，使金属吸收光的现象,A,,,光电效应是指当光照射到金属表面时，金属中的电子吸收光子的能量，克服金属的逸出功，从金属表面发射出来的现象，发射出来的电子称为光电子。,光电效应;光电子;光子能量,实验讲义PDF,,,,
qPh007,choice,光电效应实验,爱因斯坦方程,2,根据爱因斯坦光电效应方程，光电子的最大初动能与入射光的关系是：,与入射光的强度成正比,与入射光的频率成正比,与入射光的波长成正比,与入射光的照射时间成正比,B,,,爱因斯坦光电效应方程为Ek=hν-W0，其中Ek为光电子的最大初动能，h为普朗克常量，ν为入射光的频率，W0为金属的逸出功。由此可知，光电子的最大初动能与入射光的频率成正比，与入射光的强度无关。,光电效应;爱因斯坦方程;光电子初动能;频率,实验讲义PDF,,,,
qPh008,fill,光电效应实验,截止频率,2,某金属的逸出功为3.2eV，则该金属的光电效应截止频率约为______Hz。（普朗克常量h=6.63×10^-34J·s，1eV=1.6×10^-19J）,,,,,7.72×10^14,1.0,填写科学计数法数值,根据光电效应截止频率的计算公式ν0=W0/h，代入数值：W0=3.2eV=3.2×1.6×10^-19J=5.12×10^-19J，h=6.63×10^-34J·s，计算得ν0=5.12×10^-19J / 6.63×10^-34J·s≈7.72×10^14Hz。,光电效应;截止频率;逸出功;普朗克常量,实验讲义PDF,,,,
qPh009,choice,光电效应实验,饱和光电流,3,在光电效应实验中，当入射光的频率不变时，饱和光电流的大小与入射光的强度的关系是：,成正比,成反比,无关,平方成正比,A,,,当入射光的频率不变时，入射光的强度越大，单位时间内入射的光子数越多，产生的光电子数也越多，因此饱和光电流的大小与入射光的强度成正比。,光电效应;饱和光电流;入射光强度,实验讲义PDF,,,,
qPh010,fill,光电效应实验,截止电压,1,在光电效应实验中，当加在光电管两端的反向电压达到______时，光电流为零，此时的电压称为截止电压。,,,,,截止电压,1.0,填写电压名称,在光电效应实验中，当加在光电管两端的反向电压达到截止电压时，光电子的最大初动能全部用来克服电场力做功，光电流为零。截止电压与光电子的最大初动能的关系为eUc=Ek，其中e为电子电荷量，Uc为截止电压。,光电效应;截止电压;光电流,实验讲义PDF,,,,
qMh006,choice,铁磁材料磁滞回线的观测,铁磁材料特性,1,铁磁材料的核心特性是：,高磁导率和磁滞现象,低磁导率和线性磁化特性,抗磁性和顺磁性,完全抗磁性,A,,,铁磁材料的核心特性是具有高的磁导率，并且存在磁滞现象，即磁化强度的变化滞后于磁场强度的变化，形成磁滞回线。,铁磁材料;磁滞回线;高磁导率;磁滞现象,实验讲义PDF,,,,
qMh007,choice,铁磁材料磁滞回线的观测,磁滞回线,2,在铁磁材料的磁滞回线中，当磁场强度H减小到零时，剩余的磁化强度M称为：,剩磁,矫顽力,饱和磁化强度,磁导率,A,,,在磁滞回线中，当磁场强度H减小到零时，磁化强度M并没有减小到零，而是保留了一定的数值，这个剩余的磁化强度称为剩磁，用Mr表示。,铁磁材料;磁滞回线;剩磁;磁化强度,实验讲义PDF,,,,
qMh008,fill,铁磁材料磁滞回线的观测,矫顽力,2,在铁磁材料的磁滞回线中，为了使磁化强度M减小到零，需要施加的反向磁场强度Hc称为______。,,,,,矫顽力,1.0,填写物理量名称,矫顽力是指为了使铁磁材料的磁化强度从剩磁状态减小到零，需要施加的反向磁场强度，用Hc表示。矫顽力的大小反映了铁磁材料保持剩磁的能力，矫顽力越大，材料的剩磁越不容易被消除。,铁磁材料;磁滞回线;矫顽力;剩磁,实验讲义PDF,,,,
qMh009,choice,铁磁材料磁滞回线的观测,磁化曲线,3,下列关于铁磁材料的起始磁化曲线的说法，正确的是：,磁化强度M随磁场强度H的增大而线性增大,磁化强度M随磁场强度H的增大先快速增大，后趋于饱和,磁化强度M随磁场强度H的增大而减小,磁化强度M与磁场强度H无关,B,,,铁磁材料的起始磁化曲线是指材料从完全退磁状态开始，随着磁场强度H的增大，磁化强度M的变化曲线。曲线的特点是：当H较小时，M随H快速增大；当H增大到一定程度时，M的增大速度变慢，最终趋于饱和，达到饱和磁化强度Ms。,铁磁材料;起始磁化曲线;饱和磁化强度,实验讲义PDF,,,,
qMh010,fill,铁磁材料磁滞回线的观测,磁滞损耗,1,铁磁材料在交变磁场中反复磁化时，会产生能量损耗，这种损耗称为______损耗，其大小与磁滞回线的面积成正比。,,,,,磁滞,1.0,填写损耗类型,磁滞损耗是指铁磁材料在交变磁场中反复磁化时，由于磁滞现象而产生的能量损耗，其大小与磁滞回线的面积成正比，磁滞回线的面积越大，磁滞损耗也越大。,铁磁材料;磁滞损耗;磁滞回线;交变磁场,实验讲义PDF,,,,
qPhs006,choice,光敏元件的光电特性研究,光敏元件核心作用,1,光敏元件的核心功能是：,将光信号转换为电信号,将电信号转换为光信号,放大光信号的强度,过滤掉特定波长的光,A,,,光敏元件是一种将光信号转换为可测量的电信号的光电元件，它可以实现非电量电测，是光学实验和光电检测中的核心元件。,光敏元件;光电转换;光信号;电信号,实验讲义PDF,,,,
qPhs007,choice,光敏元件的光电特性研究,光电效应,2,光敏元件的工作原理主要基于：,光的反射和折射,光的干涉和衍射,光的偏振和色散,光的光电效应,D,,,光敏元件的工作原理主要基于光的光电效应，包括外光电效应和内光电效应。外光电效应是指光照射到材料表面，使材料发射出电子的现象；内光电效应是指光照射到材料内部，使材料的电导率发生变化的现象。,光敏元件;光电效应;外光电效应;内光电效应,实验讲义PDF,,,,
qPhs008,fill,光敏元件的光电特性研究,伏安特性,2,光敏元件的伏安特性是指在一定的光照强度下，光敏元件的______与电压之间的关系曲线。,,,,,电流,1.0,填写物理量名称,光敏元件的伏安特性是指在一定的光照强度下，光敏元件的输出电流与所加电压之间的关系曲线，是光敏元件最基本的光电特性之一，反映了光敏元件在不同电压下的光电转换能力。,光敏元件;伏安特性;电流;电压,实验讲义PDF,,,,
qPhs009,choice,光敏元件的光电特性研究,光照特性,3,在光敏元件的光电特性实验中，当入射光的波长不变时，光敏元件的短路电流与光照强度的关系是：,成正比,成反比,无关,平方成正比,A,,,当入射光的波长不变时，光照强度越大，单位时间内入射的光子数越多，光敏元件产生的光生载流子数也越多，因此短路电流的大小与光照强度成正比，这是光敏元件最基本的光照特性。,光敏元件;光照特性;短路电流;光照强度,实验讲义PDF,,,,
qPhs010,fill,光敏元件的光电特性研究,光谱特性,1,光敏元件的光谱特性是指光敏元件的光电转换效率与入射光的______之间的关系，反映了光敏元件对不同波长光的响应能力。,,,,,波长,1.0,填写物理量名称,光敏元件的光谱特性是指光敏元件的光电转换效率（或响应度）与入射光的波长之间的关系，反映了光敏元件对不同波长光的响应能力，不同的光敏元件具有不同的光谱响应范围。,光敏元件;光谱特性;波长;响应度,实验讲义PDF,,,,
qC006,choice,电学混沌及其在保密通信中的应用,混沌特性,1,混沌系统的核心特性是：,对初始条件的极端敏感性和长期不可预测性,线性和稳定性,周期性和可预测性,完全抗干扰性,A,,,混沌系统的核心特性是对初始条件的极端敏感性，即初始条件的微小变化，会导致系统长期行为的巨大差异，因此混沌系统的长期行为是不可预测的，这也是混沌保密通信的核心基础。,混沌系统;初始条件敏感性;不可预测性,实验讲义PDF,,,,
qC007,choice,电学混沌及其在保密通信中的应用,蔡氏电路,2,在电学混沌实验中，最经典的产生混沌信号的电路是：,整流电路,放大电路,蔡氏电路,滤波电路,C,,,蔡氏电路是最经典的产生混沌信号的非线性电路，它由线性电阻、电容、电感和一个非线性电阻（蔡氏二极管）组成，能够产生丰富的混沌行为，是混沌实验和研究的基础电路。,混沌电路;蔡氏电路;非线性电路;混沌信号,实验讲义PDF,,,,
qC008,fill,电学混沌及其在保密通信中的应用,混沌同步,2,在混沌保密通信中，发送端和接收端的两个混沌系统需要实现______，才能保证接收端正确解调出传输的信息。,,,,,混沌同步,1.0,填写物理现象名称,混沌同步是指两个或多个混沌系统在一定的条件下，能够达到完全相同的混沌运动状态。在混沌保密通信中，发送端和接收端的混沌系统必须实现混沌同步，接收端才能根据同步的混沌信号，正确解调出发送端传输的信息。,混沌保密通信;混沌同步;混沌系统,实验讲义PDF,,,,
qC009,choice,电学混沌及其在保密通信中的应用,保密通信原理,3,下列关于混沌保密通信的原理，说法正确的是：,利用混沌信号的周期性来加密信息,利用混沌信号的长期可预测性来加密信息,利用混沌信号的类噪声特性和对初始条件的敏感性来加密信息,混沌保密通信的安全性与混沌系统的复杂度无关,C,,,混沌保密通信的核心原理是利用混沌信号的类噪声特性和对初始条件的极端敏感性来加密信息。混沌信号看起来像噪声一样无规则，但是它是由确定性的非线性系统产生的，只有当接收端的混沌系统与发送端完全同步时，才能正确解调出信息，从而实现保密通信。,混沌保密通信;加密原理;混沌信号;类噪声特性,实验讲义PDF,,,,
qC010,fill,电学混沌及其在保密通信中的应用,非线性系统,1,混沌系统是一种______系统，其输出不随输入的变化而线性变化，是产生混沌行为的必要条件。,,,,,非线性,1.0,填写系统类型,混沌系统是一种非线性系统，其输出与输入之间不存在线性关系，系统的行为不满足叠加原理。非线性是产生混沌行为的必要条件，线性系统不可能产生混沌行为。,混沌系统;非线性系统;叠加原理,实验讲义PDF,,,,
qEe006,choice,用模拟法测绘静电场,模拟法原理,1,用模拟法测绘静电场的核心原理是：,用稳恒电流场模拟静电场，因为二者的场分布规律相同,用交变电流场模拟静电场，因为二者的场分布规律相同,用磁场模拟静电场，因为二者的场分布规律相同,用光场模拟静电场，因为二者的场分布规律相同,A,,,模拟法测绘静电场的核心原理是用稳恒电流场来模拟静电场，因为稳恒电流场和静电场在一定的条件下，场的分布规律完全相同，都满足拉普拉斯方程，因此可以通过测量稳恒电流场的电势分布，来获得静电场的电势分布。,静电场;模拟法;稳恒电流场;拉普拉斯方程,实验讲义PDF,,,,
qEe007,choice,用模拟法测绘静电场,电场强度与电势,2,在静电场中，电场强度E与电势V的关系是：,电场强度等于电势的梯度,电场强度等于电势的散度,电场强度等于电势的旋度,电场强度与电势无关,A,,,在静电场中，电场强度E与电势V的微分关系是E=-?V，即电场强度等于电势的负梯度，电场强度的方向是电势降低最快的方向，电场强度的大小等于电势在该方向的变化率。,静电场;电场强度;电势;梯度,实验讲义PDF,,,,
qEe008,fill,用模拟法测绘静电场,等势线,2,在静电场中，电势相等的点所组成的曲线称为______，电场线总是与该曲线垂直相交。,,,,,等势线,1.0,填写曲线名称,等势线是指在静电场中，电势相等的点所组成的曲线（或曲面）。电场线总是与等势线垂直相交，电场线的方向是从高电势指向低电势，与等势线的法线方向一致。,静电场;等势线;电场线;电势,实验讲义PDF,,,,
qEe009,choice,用模拟法测绘静电场,无限长带电圆柱,3,对于无限长均匀带电圆柱，其内部的电场强度分布是：,与到轴线的距离成正比,与到轴线的距离成反比,与到轴线的距离的平方成正比,与到轴线的距离的平方成反比,A,,,根据高斯定理，无限长均匀带电圆柱内部的电场强度E与到轴线的距离r成正比，即E=ρr/(2ε0)，其中ρ为电荷体密度，ε0为真空介电常数；而圆柱外部的电场强度与r成反比。,静电场;无限长带电圆柱;电场强度;高斯定理,实验讲义PDF,,,,
qEe010,fill,用模拟法测绘静电场,高斯定理,1,在静电场中，通过任意闭合曲面的电通量等于该闭合曲面所包围的电荷的代数和除以真空介电常数，这个定律称为______。,,,,,高斯定理,1.0,填写定律名称,高斯定理是静电场的基本定理之一，它描述了电场与电荷之间的关系，通过任意闭合曲面的电通量，只与该闭合曲面所包围的电荷的代数和有关，与曲面外的电荷无关。,静电场;高斯定理;电通量;电荷,实验讲义PDF,,,,
